customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0929-HYQEW,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.07843961309685,206.97684496478644,No
6614-YOLAC,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,73.14494691730887,4205.376949899829,No
7426-RHZGU,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.07362470222667,896.0168609289763,No
4065-JJAVA,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,58.761873502074216,115.41136657556169,No
4695-VADHF,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.65504236501849,1009.4163002636376,Yes
3863-IUBJR,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),72.60861565066422,747.1080363817525,Yes
7649-SIJJF,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,101.50586060350956,5650.643244264272,No
9361-YNQWJ,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.87965237434383,1637.3309420324642,No
3748-FVMZZ,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.64062714170112,238.9787947231116,No
9391-TTOYH,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.7778885261985,527.9186628234568,No
1452-XRSJV,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.72088484234001,,No
3422-WJOYD,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,59.29632841924959,1507.1067844493873,No
8242-SOQUO,Female,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.06652325954884,485.96640288349977,No
7460-ITWWP,Female,1,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.3583373532114,3877.1000812902134,No
7147-AYBAA,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.71885442524461,2579.1448425730373,No
7868-TMWMZ,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),130.0486882111441,6738.57881537141,No
4822-RVYBB,Male,1,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.57832917729004,881.0494696996075,Yes
6732-FZUGP,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),108.61690432556513,4667.940239624995,No
8436-BJUMM,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.36990968580892,2129.1549972894054,Yes
4184-TJFAN,Female,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.71774828661329,314.0469718193791,Yes
8329-GWVPJ,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.72309213184464,3627.3593376858744,No
1352-VHKAJ,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.89395992396824,1985.5620898374054,No
4145-UQXUQ,Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.54307245502523,780.2711619932056,Yes
2632-TACXW,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.69196326031021,1430.900694247037,No
8146-QQKZH,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),97.82012982860125,5971.369513981791,No
1767-CJKBA,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.15019093650132,1735.2041698017676,No
6445-TNRXS,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),131.1459951780971,7892.588877366937,No
4581-LNWUM,Female,0,No,No,10,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.32265688316875,676.8066879009722,No
4869-EPIUS,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,82.10243453982574,4581.656822397254,No
9948-YPTDG,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.6716768462213,3070.2883185084984,Yes
1236-WFCDV,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.80062933951876,1334.8767789211913,Yes
1915-OAKWD,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.213423436805456,390.3435112095446,No
7296-PIXQY,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.2689611699676,1096.4769572731236,No
4883-QICIH,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.66650346521973,2391.359579364092,Yes
3354-OADJP,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),65.46571779636005,526.1251235587811,No
3524-WQDSG,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.9785397404246,4222.76038319069,No
0810-DHDBD,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),83.76907808075929,3969.022855464238,No
4026-SKKHW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.53866382077614,220.11052013171934,No
2829-HYVZP,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.947277929015854,612.4866771363867,No
8329-IBCTI,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.43754533697392,64.34651098791952,Yes
1271-SJBGZ,Male,1,No,No,10,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.65728177361646,575.8589537895174,Yes
3845-JHAMY,Female,0,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.33078286478164,583.1381240120772,No
7013-PSXHK,Female,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,93.5089367961719,3276.7144548969077,No
5669-SRAIP,Female,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.33701570097382,299.82027847428265,Yes
5981-ITEMU,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.04354718652556,3720.3504626929257,Yes
3486-NPGST,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.21800446309554,639.1021274988609,No
6941-PMGEP,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.41986945367177,425.00113788191965,Yes
1624-WOIWJ,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.26175135305084,883.1949211530338,Yes
2074-GKOWZ,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.55907431950521,232.5514139670026,Yes
0376-YMCJC,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.83360940591174,1958.5043612504273,Yes
6100-FJZDG,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.248663437186025,533.0303537530144,No
4829-ZLJTK,Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,122.64377900873029,8085.882688657978,No
1730-VFMWO,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.0983620928579,1887.6823850195958,No
7143-BQIBA,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),89.23059095626945,671.6408067394967,No
3800-LYTRK,Female,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,66.61059210473489,851.0204816450245,No
0634-SZPQA,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.42454983431162,2242.5967807764046,Yes
9646-NMHXE,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.57225447890027,1016.0594166192418,No
7030-NJVDP,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.14155230813098,2254.945186947755,No
5536-RTPWK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.45907293263411,4928.938707461082,Yes
8883-GRDWQ,Male,1,No,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,66.7267431573288,1127.2766370954187,No
6166-ILMNY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.24659970372034,231.12005044697355,Yes
3097-NNSPB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.16164987462184,129.96562958976511,Yes
7771-ZONAT,Male,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.10400051157065,1364.1346432376863,No
0655-RBDUG,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.99294530461795,720.0435402768487,Yes
2111-DWYHN,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.94286856494787,51.83190023595525,No
4194-WHFCB,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.86262947739982,5647.551878652039,No
4121-AGSIN,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.82741611797192,,No
4361-BKAXE,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),125.51152400884251,4592.760811517856,Yes
9845-PEEKO,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),92.60389287235567,4650.927046178428,No
0455-XFASS,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.93050913732247,,No
0301-KOBTQ,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.60293774439111,648.158177211398,No
1751-NCDLI,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,121.30903965981054,4626.453618096143,No
4367-NUYAO,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.163008086513486,,No
9878-TNQGW,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.6376397007146,,Yes
9170-ARBTB,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.2212921346769,1050.8360381053183,No
4441-NIHPT,Female,1,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.54212741669285,996.8740418121697,Yes
8999-BOHSE,Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.07867510608855,1107.5027801795122,Yes
7241-AJHFS,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.29365616597886,2831.567084773394,No
7029-RPUAV,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.88691876363485,1643.368329218608,Yes
4546-FOKWR,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.15036094810782,1201.6590215630195,No
9036-CSKBW,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),111.03519282290611,5714.574114724385,No
5832-TRLPB,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),82.98554245532384,2291.564181332736,No
8590-YFFQO,Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),75.70513487836288,4586.953261187305,No
8659-IOOPU,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,124.8810804272057,7218.810977007118,No
1338-CECEE,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),90.49253752181113,2914.091633546686,No
7439-DKZTW,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.59285945976808,110.67564945271604,No
4646-QZXTF,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.98369694634067,626.6056435525863,No
4607-CHPCA,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.73234302590384,2227.858469707877,Yes
9742-XOKTS,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,101.95343479515383,6091.952363779858,No
6921-OZMFH,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.41082670038274,301.781059913463,No
9578-FOMUK,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.87750058403363,357.4717118521777,No
4712-UYOOI,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.717711116923695,487.8825880506221,No
8824-RWFXJ,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.08279655743127,232.75221100809262,Yes
7722-CVFXN,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,114.14452932542802,5676.497938200288,No
8717-VCTXJ,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.153668176790134,915.1092207924029,No
7363-QTBIW,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.12076459681869,829.6026285445607,No
4159-NAAIX,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),111.61806827138557,6321.437021300011,No
0971-QIFJK,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.882640240023136,1679.4478251000007,No
9397-TZSHA,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.95619224758562,1687.4779599983049,No
3391-JSQEW,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.11401419930607,2102.4523773048945,No
0343-QLUZP,Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),47.79387481412928,2482.477446200903,No
9763-PDTKK,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.7499576906388,446.27854542606514,Yes
2176-LVPNX,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,99.79547224276699,6322.9449752877235,No
7627-JKIAZ,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),101.01988991533047,2888.2908068469364,Yes
3312-UUMZW,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.5798618082054,3171.3620131073317,No
1271-UODNO,Male,0,No,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),72.85070704770965,2239.702430977012,No
8461-EFQYM,Female,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.02054266341678,943.605950908257,No
6900-RBKER,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),105.2960576998772,4601.330016419007,No
6891-JPYFF,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.59083944521102,5021.2376303205665,No
1459-QNFQT,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.63378318521356,4226.136627177297,No
1047-NNCBF,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.42065837994392,1558.102516216856,No
3696-XRIEN,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),100.77070907125972,4185.987584034073,No
4081-DYXAV,Female,0,No,No,17,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),57.93247801614595,953.3202267127206,Yes
0074-HDKDG,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.60934539931708,1670.6123431030328,No
8791-GFXLZ,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.267511106696,662.4589344335592,No
8111-SLLHI,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.13341930534432,4332.300823951471,Yes
0927-LCSMG,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,93.37935319463942,591.563304769636,Yes
9330-DHBFL,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,83.62213571742517,1579.0661002484624,No
0098-BOWSO,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.17509558949103,561.715614066765,No
3452-ABWRL,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.27584567089407,3913.7701971880083,No
5859-HZYLF,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.4294913341687,565.2852666751076,No
8257-RZAHR,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.07901208280296,970.1749681104877,Yes
5293-WXJAK,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),121.91438511803572,1158.6701066805113,Yes
3156-QLHBO,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.78615251457103,78.7830996142059,No
2208-NQBCT,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,94.8169925328333,2135.35284569835,No
1779-PWPMG,Female,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),131.19056773849022,8420.711767366378,No
6621-NRZAK,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.46774205999969,1255.769079888136,No
0831-JNISG,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.842780107700605,1423.2105686395385,No
0774-IFUVM,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.97287602226865,794.5138216975643,No
3082-WQRVY,Male,1,Yes,No,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.16871350472651,280.22686283553196,No
9553-DLCLU,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.57107556410242,1214.9693466334575,No
1641-BYBTK,Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.0368713101738,157.3469662029864,No
2460-NGXBJ,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.25847800895608,857.5197873100508,No
2446-ZKVAF,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),69.46114441804336,1081.512815461796,No
0841-NULXI,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.15445462745576,71.28391747662828,Yes
3522-CDKHF,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.69049505782691,2425.6311467476085,No
1430-SFQSA,Male,0,No,No,17,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,56.34169616017258,1110.20174009009,No
0411-EZJZE,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.57259460898891,194.2295571538855,No
7851-WZEKY,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.69429488026202,241.02729458185257,Yes
8844-TONUD,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.99436082308998,1181.2927134073566,Yes
8807-ARQET,Female,0,No,No,31,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.15784484412035,1755.3367264015183,No
8992-CEUEN,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.42010754821377,56.279077310314825,No
4320-QMLLA,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,70.04404456352509,387.95021012407983,No
8777-PVYGU,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.83805978333072,3457.4436195918997,No
8292-ITGYJ,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.19749784655809,1181.9564043909738,No
6870-ZWMNX,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),95.31301363852572,5311.669153179252,No
0621-CXBKL,Female,0,No,No,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.07922067734721,1027.4873158073983,No
5268-DSMNQ,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.32091281967867,5991.359594903329,No
5334-JLAXU,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.91982221780879,5515.256402784086,No
4086-YQSNZ,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.24167787163698,250.8755827849754,Yes
6242-MBHPK,Female,1,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.89207834338944,2381.6791782558216,No
5868-CZJDR,Male,0,No,Yes,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.85906957153992,93.66570984929305,Yes
9359-UGBTK,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),79.88504248512413,5059.9882322077965,No
0135-NMXAP,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.15608560444245,1054.625904174597,Yes
4782-OSFXZ,Female,1,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.54386104294306,5922.188193739938,No
